UTC	Airmass
2014-04-23 23:00:00	5.605
2014-04-23 23:30:00	3.506
2014-04-24 00:00:00	2.574
2014-04-24 00:30:00	2.059
2014-04-24 01:00:00	1.740
2014-04-24 01:30:00	1.530
2014-04-24 02:00:00	1.386
2014-04-24 02:30:00	1.286
2014-04-24 03:00:00	1.220
2014-04-24 03:30:00	1.180
2014-04-24 04:00:00	1.161
2014-04-24 04:30:00	1.163
2014-04-24 05:00:00	1.185
2014-04-24 05:30:00	1.229
2014-04-24 06:00:00	1.300
2014-04-24 06:30:00	1.406
2014-04-24 07:00:00	1.559
2014-04-24 07:30:00	1.784
2014-04-24 08:00:00	2.126
2014-04-24 08:30:00	2.688
2014-04-24 09:00:00	3.732
2014-04-24 09:30:00	6.211
2014-04-24 10:00:00	13.333
2014-04-24 10:30:00	13.333
2014-04-24 11:00:00	13.333
2014-04-24 11:30:00	13.333
2014-04-24 12:00:00	13.333
2014-04-24 12:30:00	13.333
