imname	RA	DEC	EXPTIME
Q1F1V1	13:24:08	04:15:01	40
Q1F2V1	13:24:09	02:17:25	40
Q1F3V1	13:30:32	01:18:37	40
Q1F4V1	13:30:32	03:16:13	40
Q1F1V2	13:24:08	04:15:01	40
Q1F2V2	13:24:09	02:17:25	40
Q1F3V2	13:30:32	01:18:37	40
Q1F4V2	13:30:32	03:16:13	40
Q1F1V3	13:24:08	04:15:01	40
Q1F2V3	13:24:09	02:17:25	40
Q1F3V3	13:30:32	01:18:37	40
Q1F4V3	13:30:32	03:16:13	40
Q1F1V4	13:24:08	04:15:01	40
Q1F2V4	13:24:09	02:17:25	40
Q1F3V4	13:30:32	01:18:37	40
Q1F4V4	13:30:32	03:16:13	40
Q1F1V5	13:24:08	04:15:01	40
Q1F2V5	13:24:09	02:17:25	40
Q1F3V5	13:30:32	01:18:37	40
Q1F4V5	13:30:32	03:16:13	40
SLEW_QX_QY	13:30:32	03:16:13	60
