imname	RA	DEC	EXPTIME
Q32F1V1	14:02:33	00:19:49	40
Q32F2V1	14:02:33	-01:38:13	40
Q32F3V1	14:08:56	-02:37:25	40
Q32F4V1	14:08:56	-00:39:01	40
Q32F1V2	14:02:33	00:19:49	40
Q32F2V2	14:02:33	-01:38:13	40
Q32F3V2	14:08:56	-02:37:25	40
Q32F4V2	14:08:56	-00:39:01	40
Q32F1V3	14:02:33	00:19:49	40
Q32F2V3	14:02:33	-01:38:13	40
Q32F3V3	14:08:56	-02:37:25	40
Q32F4V3	14:08:56	-00:39:01	40
Q32F1V4	14:02:33	00:19:49	40
Q32F2V4	14:02:33	-01:38:13	40
Q32F3V4	14:08:56	-02:37:25	40
Q32F4V4	14:08:56	-00:39:01	40
Q32F1V5	14:02:33	00:19:49	40
Q32F2V5	14:02:33	-01:38:13	40
Q32F3V5	14:08:56	-02:37:25	40
Q32F4V5	14:08:56	-00:39:01	40
SLEW_QX_QY	14:08:56	-00:39:01	60
