UTC	Airmass
2014-04-23 23:00:00	8.248
2014-04-23 23:30:00	4.385
2014-04-24 00:00:00	2.986
2014-04-24 00:30:00	2.287
2014-04-24 01:00:00	1.876
2014-04-24 01:30:00	1.612
2014-04-24 02:00:00	1.433
2014-04-24 02:30:00	1.309
2014-04-24 03:00:00	1.223
2014-04-24 03:30:00	1.166
2014-04-24 04:00:00	1.132
2014-04-24 04:30:00	1.118
2014-04-24 05:00:00	1.122
2014-04-24 05:30:00	1.145
2014-04-24 06:00:00	1.190
2014-04-24 06:30:00	1.259
2014-04-24 07:00:00	1.362
2014-04-24 07:30:00	1.508
2014-04-24 08:00:00	1.722
2014-04-24 08:30:00	2.045
2014-04-24 09:00:00	2.565
2014-04-24 09:30:00	3.507
2014-04-24 10:00:00	5.637
2014-04-24 10:30:00	12.704
2014-04-24 11:00:00	13.333
2014-04-24 11:30:00	13.333
2014-04-24 12:00:00	13.333
2014-04-24 12:30:00	13.333
