UTC	Airmass
2014-04-23 23:00:00	13.333
2014-04-23 23:30:00	10.599
2014-04-24 00:00:00	5.114
2014-04-24 00:30:00	3.314
2014-04-24 01:00:00	2.462
2014-04-24 01:30:00	1.975
2014-04-24 02:00:00	1.665
2014-04-24 02:30:00	1.457
2014-04-24 03:00:00	1.310
2014-04-24 03:30:00	1.206
2014-04-24 04:00:00	1.132
2014-04-24 04:30:00	1.082
2014-04-24 05:00:00	1.050
2014-04-24 05:30:00	1.036
2014-04-24 06:00:00	1.036
2014-04-24 06:30:00	1.053
2014-04-24 07:00:00	1.086
2014-04-24 07:30:00	1.138
2014-04-24 08:00:00	1.215
2014-04-24 08:30:00	1.323
2014-04-24 09:00:00	1.474
2014-04-24 09:30:00	1.691
2014-04-24 10:00:00	2.013
2014-04-24 10:30:00	2.526
2014-04-24 11:00:00	3.434
2014-04-24 11:30:00	5.405
2014-04-24 12:00:00	11.633
2014-04-24 12:30:00	13.333
