imname	RA	DEC	EXPTIME
Q10F1V1	13:13:25	-31:02:13	40
Q10F4V1	13:13:20	-32:60:37	40
Q10F3V1	13:20:59	-33:59:49	40
Q10F2V1	13:20:54	-32:01:25	40
Q10F1V2	13:13:25	-31:02:13	40
Q10F4V2	13:13:20	-32:60:37	40
Q10F3V2	13:20:59	-33:59:49	40
Q10F2V2	13:20:54	-32:01:25	40
Q10F1V3	13:13:25	-31:02:13	40
Q10F4V3	13:13:20	-32:60:37	40
Q10F3V3	13:20:59	-33:59:49	40
Q10F2V3	13:20:54	-32:01:25	40
Q10F1V4	13:13:25	-31:02:13	40
Q10F4V4	13:13:20	-32:60:37	40
Q10F3V4	13:20:59	-33:59:49	40
Q10F2V4	13:20:54	-32:01:25	40
Q10F1V5	13:13:25	-31:02:13	40
Q10F4V5	13:13:20	-32:60:37	40
Q10F3V5	13:20:59	-33:59:49	40
Q10F2V5	13:20:54	-32:01:25	40
SLEW_QX_QY	13:20:54	-32:01:25	60
