UTC	Airmass
2014-04-29 22:30:00	4.097
2014-04-29 23:00:00	2.914
2014-04-29 23:30:00	2.268
2014-04-30 00:00:00	1.867
2014-04-30 00:30:00	1.600
2014-04-30 01:00:00	1.413
2014-04-30 01:30:00	1.278
2014-04-30 02:00:00	1.180
2014-04-30 02:30:00	1.109
2014-04-30 03:00:00	1.058
2014-04-30 03:30:00	1.025
2014-04-30 04:00:00	1.006
2014-04-30 04:30:00	1.001
2014-04-30 05:00:00	1.010
2014-04-30 05:30:00	1.032
2014-04-30 06:00:00	1.070
2014-04-30 06:30:00	1.125
2014-04-30 07:00:00	1.203
2014-04-30 07:30:00	1.310
2014-04-30 08:00:00	1.457
2014-04-30 08:30:00	1.662
2014-04-30 09:00:00	1.958
2014-04-30 09:30:00	2.408
2014-04-30 10:00:00	3.156
2014-04-30 10:30:00	4.592
2014-04-30 11:00:00	8.200
2014-04-30 11:30:00	13.333
2014-04-30 12:00:00	13.333
