UTC	Airmass
2014-04-23 23:00:00	13.333
2014-04-23 23:30:00	9.197
2014-04-24 00:00:00	4.682
2014-04-24 00:30:00	3.118
2014-04-24 01:00:00	2.352
2014-04-24 01:30:00	1.908
2014-04-24 02:00:00	1.623
2014-04-24 02:30:00	1.429
2014-04-24 03:00:00	1.294
2014-04-24 03:30:00	1.199
2014-04-24 04:00:00	1.132
2014-04-24 04:30:00	1.088
2014-04-24 05:00:00	1.063
2014-04-24 05:30:00	1.055
2014-04-24 06:00:00	1.064
2014-04-24 06:30:00	1.089
2014-04-24 07:00:00	1.133
2014-04-24 07:30:00	1.200
2014-04-24 08:00:00	1.297
2014-04-24 08:30:00	1.433
2014-04-24 09:00:00	1.627
2014-04-24 09:30:00	1.915
2014-04-24 10:00:00	2.364
2014-04-24 10:30:00	3.139
2014-04-24 11:00:00	4.732
2014-04-24 11:30:00	9.371
2014-04-24 12:00:00	13.333
2014-04-24 12:30:00	13.333
