imname	RA	DEC	EXPTIME
Q15F1V1	13:48:03	-22:36:37	40
Q15F2V1	13:48:00	-24:33:01	40
Q15F3V1	13:55:03	-25:32:13	40
Q15F4V1	13:54:59	-23:35:49	40
Q15F1V2	13:48:03	-22:36:37	40
Q15F2V2	13:48:00	-24:33:01	40
Q15F3V2	13:55:03	-25:32:13	40
Q15F4V2	13:54:59	-23:35:49	40
Q15F1V3	13:48:03	-22:36:37	40
Q15F2V3	13:48:00	-24:33:01	40
Q15F3V3	13:55:03	-25:32:13	40
Q15F4V3	13:54:59	-23:35:49	40
Q15F1V4	13:48:03	-22:36:37	40
Q15F2V4	13:48:00	-24:33:01	40
Q15F3V4	13:55:03	-25:32:13	40
Q15F4V4	13:54:59	-23:35:49	40
Q15F1V5	13:48:03	-22:36:37	40
Q15F2V5	13:48:00	-24:33:01	40
Q15F3V5	13:55:03	-25:32:13	40
Q15F4V5	13:54:59	-23:35:49	40
SLEW_QX_QY	13:54:59	-23:35:49	60
