imname	RA	DEC	EXPTIME
Q12F1V1	13:37:01	00:19:49	40
Q12F4V1	13:37:00	-01:38:1	40
Q12F3V1	13:43:24	-02:37:2	40
Q12F2V1	13:43:24	-00:39:0	40
Q12F1V2	13:37:01	00:19:49	40
Q12F4V2	13:37:00	-01:38:1	40
Q12F3V2	13:43:24	-02:37:2	40
Q12F2V2	13:43:24	-00:39:0	40
Q12F1V3	13:37:01	00:19:49	40
Q12F4V3	13:37:00	-01:38:1	40
Q12F3V3	13:43:24	-02:37:2	40
Q12F2V3	13:43:24	-00:39:0	40
Q12F1V4	13:37:01	00:19:49	40
Q12F4V4	13:37:00	-01:38:1	40
Q12F3V4	13:43:24	-02:37:2	40
Q12F2V4	13:43:24	-00:39:0	40
Q12F1V5	13:37:01	00:19:49	40
Q12F4V5	13:37:00	-01:38:1	40
Q12F3V5	13:43:24	-02:37:2	40
Q12F2V5	13:43:24	-00:39:0	40
SLEW_QX_QY	13:43:24	-00:39:0	60
