UTC	Airmass
2014-04-23 23:00:00	10.224
2014-04-23 23:30:00	5.146
2014-04-24 00:00:00	3.376
2014-04-24 00:30:00	2.515
2014-04-24 01:00:00	2.016
2014-04-24 01:30:00	1.697
2014-04-24 02:00:00	1.479
2014-04-24 02:30:00	1.324
2014-04-24 03:00:00	1.213
2014-04-24 03:30:00	1.133
2014-04-24 04:00:00	1.076
2014-04-24 04:30:00	1.037
2014-04-24 05:00:00	1.015
2014-04-24 05:30:00	1.007
2014-04-24 06:00:00	1.013
2014-04-24 06:30:00	1.034
2014-04-24 07:00:00	1.070
2014-04-24 07:30:00	1.125
2014-04-24 08:00:00	1.202
2014-04-24 08:30:00	1.309
2014-04-24 09:00:00	1.457
2014-04-24 09:30:00	1.666
2014-04-24 10:00:00	1.970
2014-04-24 10:30:00	2.441
2014-04-24 11:00:00	3.240
2014-04-24 11:30:00	4.840
2014-04-24 12:00:00	9.213
2014-04-24 12:30:00	13.333
