UTC	Airmass
2014-04-23 23:00:00	13.333
2014-04-23 23:30:00	12.082
2014-04-24 00:00:00	5.455
2014-04-24 00:30:00	3.434
2014-04-24 01:00:00	2.522
2014-04-24 01:30:00	2.013
2014-04-24 02:00:00	1.696
2014-04-24 02:30:00	1.484
2014-04-24 03:00:00	1.338
2014-04-24 03:30:00	1.235
2014-04-24 04:00:00	1.164
2014-04-24 04:30:00	1.117
2014-04-24 05:00:00	1.091
2014-04-24 05:30:00	1.083
2014-04-24 06:00:00	1.092
2014-04-24 06:30:00	1.119
2014-04-24 07:00:00	1.167
2014-04-24 07:30:00	1.239
2014-04-24 08:00:00	1.343
2014-04-24 08:30:00	1.492
2014-04-24 09:00:00	1.708
2014-04-24 09:30:00	2.032
2014-04-24 10:00:00	2.553
2014-04-24 10:30:00	3.494
2014-04-24 11:00:00	5.607
2014-04-24 11:30:00	12.576
2014-04-24 12:00:00	13.333
2014-04-24 12:30:00	13.333
