UTC	Airmass
2014-04-29 22:30:00	2.305
2014-04-29 23:00:00	1.892
2014-04-29 23:30:00	1.617
2014-04-30 00:00:00	1.425
2014-04-30 00:30:00	1.287
2014-04-30 01:00:00	1.186
2014-04-30 01:30:00	1.113
2014-04-30 02:00:00	1.061
2014-04-30 02:30:00	1.027
2014-04-30 03:00:00	1.007
2014-04-30 03:30:00	1.001
2014-04-30 04:00:00	1.009
2014-04-30 04:30:00	1.030
2014-04-30 05:00:00	1.066
2014-04-30 05:30:00	1.121
2014-04-30 06:00:00	1.197
2014-04-30 06:30:00	1.301
2014-04-30 07:00:00	1.444
2014-04-30 07:30:00	1.644
2014-04-30 08:00:00	1.931
2014-04-30 08:30:00	2.367
2014-04-30 09:00:00	3.083
2014-04-30 09:30:00	4.440
2014-04-30 10:00:00	7.761
2014-04-30 10:30:00	13.333
2014-04-30 11:00:00	13.333
2014-04-30 11:30:00	13.333
2014-04-30 12:00:00	13.333
