UTC	Airmass
2014-04-29 22:30:00	13.333
2014-04-29 23:00:00	13.333
2014-04-29 23:30:00	13.333
2014-04-30 00:00:00	8.751
2014-04-30 00:30:00	4.543
2014-04-30 01:00:00	3.067
2014-04-30 01:30:00	2.341
2014-04-30 02:00:00	1.919
2014-04-30 02:30:00	1.649
2014-04-30 03:00:00	1.467
2014-04-30 03:30:00	1.343
2014-04-30 04:00:00	1.257
2014-04-30 04:30:00	1.202
2014-04-30 05:00:00	1.170
2014-04-30 05:30:00	1.159
2014-04-30 06:00:00	1.169
2014-04-30 06:30:00	1.199
2014-04-30 07:00:00	1.254
2014-04-30 07:30:00	1.337
2014-04-30 08:00:00	1.459
2014-04-30 08:30:00	1.637
2014-04-30 09:00:00	1.900
2014-04-30 09:30:00	2.312
2014-04-30 10:00:00	3.014
2014-04-30 10:30:00	4.423
2014-04-30 11:00:00	8.340
2014-04-30 11:30:00	13.333
2014-04-30 12:00:00	13.333
