imname	RA	DEC	EXPTIME
Q59F1V1	14:28:33	-27:07:25	40
Q59F4V1	14:28:29	-29:05:49	40
Q59F3V1	14:35:49	-30:03:01	40
Q59F2V1	14:35:45	-28:06:37	40
Q59F1V2	14:28:33	-27:07:25	40
Q59F4V2	14:28:29	-29:05:49	40
Q59F3V2	14:35:49	-30:03:01	40
Q59F2V2	14:35:45	-28:06:37	40
Q59F1V3	14:28:33	-27:07:25	40
Q59F4V3	14:28:29	-29:05:49	40
Q59F3V3	14:35:49	-30:03:01	40
Q59F2V3	14:35:45	-28:06:37	40
Q59F1V4	14:28:33	-27:07:25	40
Q59F4V4	14:28:29	-29:05:49	40
Q59F3V4	14:35:49	-30:03:01	40
Q59F2V4	14:35:45	-28:06:37	40
Q59F1V5	14:28:33	-27:07:25	40
Q59F4V5	14:28:29	-29:05:49	40
Q59F3V5	14:35:49	-30:03:01	40
Q59F2V5	14:35:45	-28:06:37	40
SLEW_QX_QY	14:35:45	-28:06:37	60
