imname	RA	DEC	EXPTIME
Q88F1V1	15:10:24	-23:12:3	40
Q88F4V1	15:10:21	-25:09:0	40
Q88F3V1	15:17:26	-26:08:1	40
Q88F2V1	15:17:22	-24:11:4	40
Q88F1V2	15:10:24	-23:12:3	40
Q88F4V2	15:10:21	-25:09:0	40
Q88F3V2	15:17:26	-26:08:1	40
Q88F2V2	15:17:22	-24:11:4	40
Q88F1V3	15:10:24	-23:12:3	40
Q88F4V3	15:10:21	-25:09:0	40
Q88F3V3	15:17:26	-26:08:1	40
Q88F2V3	15:17:22	-24:11:4	40
Q88F1V4	15:10:24	-23:12:3	40
Q88F4V4	15:10:21	-25:09:0	40
Q88F3V4	15:17:26	-26:08:1	40
Q88F2V4	15:17:22	-24:11:4	40
Q88F1V5	15:10:24	-23:12:3	40
Q88F4V5	15:10:21	-25:09:0	40
Q88F3V5	15:17:26	-26:08:1	40
Q88F2V5	15:17:22	-24:11:4	40
SLEW_QX_QY	15:17:22	-24:11:4	60
