UTC	Airmass
2014-04-23 23:00:00	2.064
2014-04-23 23:30:00	1.741
2014-04-24 00:00:00	1.517
2014-04-24 00:30:00	1.357
2014-04-24 01:00:00	1.239
2014-04-24 01:30:00	1.153
2014-04-24 02:00:00	1.090
2014-04-24 02:30:00	1.046
2014-04-24 03:00:00	1.017
2014-04-24 03:30:00	1.003
2014-04-24 04:00:00	1.001
2014-04-24 04:30:00	1.012
2014-04-24 05:00:00	1.037
2014-04-24 05:30:00	1.076
2014-04-24 06:00:00	1.134
2014-04-24 06:30:00	1.213
2014-04-24 07:00:00	1.321
2014-04-24 07:30:00	1.468
2014-04-24 08:00:00	1.672
2014-04-24 08:30:00	1.963
2014-04-24 09:00:00	2.401
2014-04-24 09:30:00	3.112
2014-04-24 10:00:00	4.427
2014-04-24 10:30:00	7.502
2014-04-24 11:00:00	13.333
2014-04-24 11:30:00	13.333
2014-04-24 12:00:00	13.333
2014-04-24 12:30:00	13.333
