UTC	Airmass
2014-04-23 23:00:00	3.544
2014-04-23 23:30:00	2.606
2014-04-24 00:00:00	2.072
2014-04-24 00:30:00	1.733
2014-04-24 01:00:00	1.504
2014-04-24 01:30:00	1.343
2014-04-24 02:00:00	1.226
2014-04-24 02:30:00	1.142
2014-04-24 03:00:00	1.082
2014-04-24 03:30:00	1.042
2014-04-24 04:00:00	1.017
2014-04-24 04:30:00	1.008
2014-04-24 05:00:00	1.012
2014-04-24 05:30:00	1.030
2014-04-24 06:00:00	1.064
2014-04-24 06:30:00	1.116
2014-04-24 07:00:00	1.190
2014-04-24 07:30:00	1.292
2014-04-24 08:00:00	1.433
2014-04-24 08:30:00	1.632
2014-04-24 09:00:00	1.920
2014-04-24 09:30:00	2.361
2014-04-24 10:00:00	3.097
2014-04-24 10:30:00	4.529
2014-04-24 11:00:00	8.231
2014-04-24 11:30:00	13.333
2014-04-24 12:00:00	13.333
2014-04-24 12:30:00	13.333
