imname	RA	DEC	EXPTIME
Q100F1V1	15:28:55	-31:02:13	40
Q100F4V1	15:28:51	-32:60:37	40
Q100F3V1	15:36:30	-33:59:49	40
Q100F2V1	15:36:25	-32:01:25	40
Q100F1V2	15:28:55	-31:02:13	40
Q100F4V2	15:28:51	-32:60:37	40
Q100F3V2	15:36:30	-33:59:49	40
Q100F2V2	15:36:25	-32:01:25	40
Q100F1V3	15:28:55	-31:02:13	40
Q100F4V3	15:28:51	-32:60:37	40
Q100F3V3	15:36:30	-33:59:49	40
Q100F2V3	15:36:25	-32:01:25	40
Q100F1V4	15:28:55	-31:02:13	40
Q100F4V4	15:28:51	-32:60:37	40
Q100F3V4	15:36:30	-33:59:49	40
Q100F2V4	15:36:25	-32:01:25	40
Q100F1V5	15:28:55	-31:02:13	40
Q100F4V5	15:28:51	-32:60:37	40
Q100F3V5	15:36:30	-33:59:49	40
Q100F2V5	15:36:25	-32:01:25	40
SLEW_QX_QY	15:36:25	-32:01:25	60
