UTC	Airmass
2014-04-23 23:00:00	6.018
2014-04-23 23:30:00	3.651
2014-04-24 00:00:00	2.637
2014-04-24 00:30:00	2.088
2014-04-24 01:00:00	1.750
2014-04-24 01:30:00	1.527
2014-04-24 02:00:00	1.375
2014-04-24 02:30:00	1.268
2014-04-24 03:00:00	1.196
2014-04-24 03:30:00	1.149
2014-04-24 04:00:00	1.123
2014-04-24 04:30:00	1.117
2014-04-24 05:00:00	1.129
2014-04-24 05:30:00	1.162
2014-04-24 06:00:00	1.216
2014-04-24 06:30:00	1.298
2014-04-24 07:00:00	1.418
2014-04-24 07:30:00	1.590
2014-04-24 08:00:00	1.843
2014-04-24 08:30:00	2.234
2014-04-24 09:00:00	2.892
2014-04-24 09:30:00	4.178
2014-04-24 10:00:00	7.570
2014-04-24 10:30:00	13.333
2014-04-24 11:00:00	13.333
2014-04-24 11:30:00	13.333
2014-04-24 12:00:00	13.333
2014-04-24 12:30:00	13.333
