UTC	Airmass
2014-04-23 23:00:00	7.162
2014-04-23 23:30:00	4.060
2014-04-24 00:00:00	2.833
2014-04-24 00:30:00	2.193
2014-04-24 01:00:00	1.808
2014-04-24 01:30:00	1.556
2014-04-24 02:00:00	1.383
2014-04-24 02:30:00	1.261
2014-04-24 03:00:00	1.176
2014-04-24 03:30:00	1.117
2014-04-24 04:00:00	1.079
2014-04-24 04:30:00	1.059
2014-04-24 05:00:00	1.056
2014-04-24 05:30:00	1.070
2014-04-24 06:00:00	1.100
2014-04-24 06:30:00	1.151
2014-04-24 07:00:00	1.226
2014-04-24 07:30:00	1.333
2014-04-24 08:00:00	1.484
2014-04-24 08:30:00	1.703
2014-04-24 09:00:00	2.029
2014-04-24 09:30:00	2.553
2014-04-24 10:00:00	3.494
2014-04-24 10:30:00	5.592
2014-04-24 11:00:00	12.426
2014-04-24 11:30:00	13.333
2014-04-24 12:00:00	13.333
2014-04-24 12:30:00	13.333
