imname	RA	DEC	EXPTIME
Q63F1V1	14:40:54	-03:36:37	40
Q63F4V1	14:40:54	-05:33:01	40
Q63F3V1	14:47:19	-06:32:13	40
Q63F2V1	14:47:18	-04:35:49	40
Q63F1V2	14:40:54	-03:36:37	40
Q63F4V2	14:40:54	-05:33:01	40
Q63F3V2	14:47:19	-06:32:13	40
Q63F2V2	14:47:18	-04:35:49	40
Q63F1V3	14:40:54	-03:36:37	40
Q63F4V3	14:40:54	-05:33:01	40
Q63F3V3	14:47:19	-06:32:13	40
Q63F2V3	14:47:18	-04:35:49	40
Q63F1V4	14:40:54	-03:36:37	40
Q63F4V4	14:40:54	-05:33:01	40
Q63F3V4	14:47:19	-06:32:13	40
Q63F2V4	14:47:18	-04:35:49	40
Q63F1V5	14:40:54	-03:36:37	40
Q63F4V5	14:40:54	-05:33:01	40
Q63F3V5	14:47:19	-06:32:13	40
Q63F2V5	14:47:18	-04:35:49	40
SLEW_QX_QY	14:47:18	-04:35:49	60
