UTC	Airmass
2014-04-23 23:00:00	10.374
2014-04-23 23:30:00	5.010
2014-04-24 00:00:00	3.258
2014-04-24 00:30:00	2.429
2014-04-24 01:00:00	1.954
2014-04-24 01:30:00	1.654
2014-04-24 02:00:00	1.451
2014-04-24 02:30:00	1.309
2014-04-24 03:00:00	1.209
2014-04-24 03:30:00	1.139
2014-04-24 04:00:00	1.093
2014-04-24 04:30:00	1.066
2014-04-24 05:00:00	1.055
2014-04-24 05:30:00	1.062
2014-04-24 06:00:00	1.085
2014-04-24 06:30:00	1.126
2014-04-24 07:00:00	1.190
2014-04-24 07:30:00	1.282
2014-04-24 08:00:00	1.412
2014-04-24 08:30:00	1.598
2014-04-24 09:00:00	1.870
2014-04-24 09:30:00	2.292
2014-04-24 10:00:00	3.008
2014-04-24 10:30:00	4.436
2014-04-24 11:00:00	8.355
2014-04-24 11:30:00	13.333
2014-04-24 12:00:00	13.333
2014-04-24 12:30:00	13.333
