UTC	Airmass
2014-04-23 23:00:00	2.773
2014-04-23 23:30:00	2.183
2014-04-24 00:00:00	1.812
2014-04-24 00:30:00	1.562
2014-04-24 01:00:00	1.386
2014-04-24 01:30:00	1.259
2014-04-24 02:00:00	1.166
2014-04-24 02:30:00	1.098
2014-04-24 03:00:00	1.051
2014-04-24 03:30:00	1.021
2014-04-24 04:00:00	1.005
2014-04-24 04:30:00	1.002
2014-04-24 05:00:00	1.013
2014-04-24 05:30:00	1.038
2014-04-24 06:00:00	1.078
2014-04-24 06:30:00	1.137
2014-04-24 07:00:00	1.220
2014-04-24 07:30:00	1.333
2014-04-24 08:00:00	1.488
2014-04-24 08:30:00	1.706
2014-04-24 09:00:00	2.023
2014-04-24 09:30:00	2.512
2014-04-24 10:00:00	3.340
2014-04-24 10:30:00	4.988
2014-04-24 11:00:00	9.407
2014-04-24 11:30:00	13.333
2014-04-24 12:00:00	13.333
2014-04-24 12:30:00	13.333
