imname	RA	DEC	EXPTIME
Q46F1V1	14:14:56	-15:21:0	40
Q46F4V1	14:14:54	-17:19:2	40
Q46F3V1	14:21:36	-18:18:3	40
Q46F2V1	14:21:34	-16:20:1	40
Q46F1V2	14:14:56	-15:21:0	40
Q46F4V2	14:14:54	-17:19:2	40
Q46F3V2	14:21:36	-18:18:3	40
Q46F2V2	14:21:34	-16:20:1	40
Q46F1V3	14:14:56	-15:21:0	40
Q46F4V3	14:14:54	-17:19:2	40
Q46F3V3	14:21:36	-18:18:3	40
Q46F2V3	14:21:34	-16:20:1	40
Q46F1V4	14:14:56	-15:21:0	40
Q46F4V4	14:14:54	-17:19:2	40
Q46F3V4	14:21:36	-18:18:3	40
Q46F2V4	14:21:34	-16:20:1	40
Q46F1V5	14:14:56	-15:21:0	40
Q46F4V5	14:14:54	-17:19:2	40
Q46F3V5	14:21:36	-18:18:3	40
Q46F2V5	14:21:34	-16:20:1	40
SLEW_QX_QY	14:21:34	-16:20:1	60
