imname	RA	DEC	EXPTIME
Q76F1V1	14:54:51	-15:21:0	40
Q76F4V1	14:54:49	-17:19:2	40
Q76F3V1	15:01:31	-18:18:3	40
Q76F2V1	15:01:29	-16:20:1	40
Q76F1V2	14:54:51	-15:21:0	40
Q76F4V2	14:54:49	-17:19:2	40
Q76F3V2	15:01:31	-18:18:3	40
Q76F2V2	15:01:29	-16:20:1	40
Q76F1V3	14:54:51	-15:21:0	40
Q76F4V3	14:54:49	-17:19:2	40
Q76F3V3	15:01:31	-18:18:3	40
Q76F2V3	15:01:29	-16:20:1	40
Q76F1V4	14:54:51	-15:21:0	40
Q76F4V4	14:54:49	-17:19:2	40
Q76F3V4	15:01:31	-18:18:3	40
Q76F2V4	15:01:29	-16:20:1	40
Q76F1V5	14:54:51	-15:21:0	40
Q76F4V5	14:54:49	-17:19:2	40
Q76F3V5	15:01:31	-18:18:3	40
Q76F2V5	15:01:29	-16:20:1	40
SLEW_QX_QY	15:01:29	-16:20:1	60
