UTC	Airmass
2014-04-23 23:00:00	13.333
2014-04-23 23:30:00	13.333
2014-04-24 00:00:00	5.988
2014-04-24 00:30:00	3.646
2014-04-24 01:00:00	2.630
2014-04-24 01:30:00	2.075
2014-04-24 02:00:00	1.733
2014-04-24 02:30:00	1.505
2014-04-24 03:00:00	1.347
2014-04-24 03:30:00	1.236
2014-04-24 04:00:00	1.158
2014-04-24 04:30:00	1.105
2014-04-24 05:00:00	1.072
2014-04-24 05:30:00	1.057
2014-04-24 06:00:00	1.058
2014-04-24 06:30:00	1.076
2014-04-24 07:00:00	1.112
2014-04-24 07:30:00	1.168
2014-04-24 08:00:00	1.251
2014-04-24 08:30:00	1.368
2014-04-24 09:00:00	1.534
2014-04-24 09:30:00	1.775
2014-04-24 10:00:00	2.142
2014-04-24 10:30:00	2.744
2014-04-24 11:00:00	3.875
2014-04-24 11:30:00	6.620
2014-04-24 12:00:00	13.333
2014-04-24 12:30:00	13.333
