imname	RA	DEC	EXPTIME
Q78F1V1	14:56:24	-23:12:37	40
Q78F2V1	14:56:21	-25:09:01	40
Q78F3V1	15:03:26	-26:08:13	40
Q78F4V1	15:03:23	-24:11:49	40
Q78F1V2	14:56:24	-23:12:37	40
Q78F2V2	14:56:21	-25:09:01	40
Q78F3V2	15:03:26	-26:08:13	40
Q78F4V2	15:03:23	-24:11:49	40
Q78F1V3	14:56:24	-23:12:37	40
Q78F2V3	14:56:21	-25:09:01	40
Q78F3V3	15:03:26	-26:08:13	40
Q78F4V3	15:03:23	-24:11:49	40
Q78F1V4	14:56:24	-23:12:37	40
Q78F2V4	14:56:21	-25:09:01	40
Q78F3V4	15:03:26	-26:08:13	40
Q78F4V4	15:03:23	-24:11:49	40
Q78F1V5	14:56:24	-23:12:37	40
Q78F2V5	14:56:21	-25:09:01	40
Q78F3V5	15:03:26	-26:08:13	40
Q78F4V5	15:03:23	-24:11:49	40
SLEW_QX_QY	15:03:23	-24:11:49	60
