UTC	Airmass
2014-04-29 22:30:00	13.333
2014-04-29 23:00:00	11.619
2014-04-29 23:30:00	5.323
2014-04-30 00:00:00	3.395
2014-04-30 00:30:00	2.517
2014-04-30 01:00:00	2.025
2014-04-30 01:30:00	1.718
2014-04-30 02:00:00	1.515
2014-04-30 02:30:00	1.375
2014-04-30 03:00:00	1.280
2014-04-30 03:30:00	1.216
2014-04-30 04:00:00	1.177
2014-04-30 04:30:00	1.160
2014-04-30 05:00:00	1.164
2014-04-30 05:30:00	1.188
2014-04-30 06:00:00	1.234
2014-04-30 06:30:00	1.308
2014-04-30 07:00:00	1.417
2014-04-30 07:30:00	1.576
2014-04-30 08:00:00	1.809
2014-04-30 08:30:00	2.166
2014-04-30 09:00:00	2.755
2014-04-30 09:30:00	3.869
2014-04-30 10:00:00	6.601
2014-04-30 10:30:00	13.333
2014-04-30 11:00:00	13.333
2014-04-30 11:30:00	13.333
2014-04-30 12:00:00	13.333
