UTC	Airmass
2014-04-23 23:00:00	2.899
2014-04-23 23:30:00	2.238
2014-04-24 00:00:00	1.837
2014-04-24 00:30:00	1.574
2014-04-24 01:00:00	1.392
2014-04-24 01:30:00	1.262
2014-04-24 02:00:00	1.169
2014-04-24 02:30:00	1.103
2014-04-24 03:00:00	1.058
2014-04-24 03:30:00	1.031
2014-04-24 04:00:00	1.019
2014-04-24 04:30:00	1.021
2014-04-24 05:00:00	1.039
2014-04-24 05:30:00	1.073
2014-04-24 06:00:00	1.125
2014-04-24 06:30:00	1.200
2014-04-24 07:00:00	1.305
2014-04-24 07:30:00	1.452
2014-04-24 08:00:00	1.659
2014-04-24 08:30:00	1.964
2014-04-24 09:00:00	2.440
2014-04-24 09:30:00	3.260
2014-04-24 10:00:00	4.943
2014-04-24 10:30:00	9.790
2014-04-24 11:00:00	13.333
2014-04-24 11:30:00	13.333
2014-04-24 12:00:00	13.333
2014-04-24 12:30:00	13.333
