UTC	Airmass
2014-04-23 23:00:00	6.383
2014-04-23 23:30:00	3.839
2014-04-24 00:00:00	2.744
2014-04-24 00:30:00	2.147
2014-04-24 01:00:00	1.779
2014-04-24 01:30:00	1.534
2014-04-24 02:00:00	1.364
2014-04-24 02:30:00	1.242
2014-04-24 03:00:00	1.155
2014-04-24 03:30:00	1.093
2014-04-24 04:00:00	1.052
2014-04-24 04:30:00	1.027
2014-04-24 05:00:00	1.018
2014-04-24 05:30:00	1.024
2014-04-24 06:00:00	1.044
2014-04-24 06:30:00	1.081
2014-04-24 07:00:00	1.137
2014-04-24 07:30:00	1.217
2014-04-24 08:00:00	1.329
2014-04-24 08:30:00	1.486
2014-04-24 09:00:00	1.708
2014-04-24 09:30:00	2.039
2014-04-24 10:00:00	2.562
2014-04-24 10:30:00	3.486
2014-04-24 11:00:00	5.478
2014-04-24 11:30:00	11.637
2014-04-24 12:00:00	13.333
2014-04-24 12:30:00	13.333
