UTC	Airmass
2014-04-29 22:30:00	13.333
2014-04-29 23:00:00	13.333
2014-04-29 23:30:00	13.188
2014-04-30 00:00:00	5.876
2014-04-30 00:30:00	3.629
2014-04-30 01:00:00	2.652
2014-04-30 01:30:00	2.119
2014-04-30 02:00:00	1.791
2014-04-30 02:30:00	1.575
2014-04-30 03:00:00	1.429
2014-04-30 03:30:00	1.329
2014-04-30 04:00:00	1.264
2014-04-30 04:30:00	1.226
2014-04-30 05:00:00	1.211
2014-04-30 05:30:00	1.218
2014-04-30 06:00:00	1.248
2014-04-30 06:30:00	1.303
2014-04-30 07:00:00	1.389
2014-04-30 07:30:00	1.516
2014-04-30 08:00:00	1.703
2014-04-30 08:30:00	1.984
2014-04-30 09:00:00	2.427
2014-04-30 09:30:00	3.199
2014-04-30 10:00:00	4.803
2014-04-30 10:30:00	9.586
2014-04-30 11:00:00	13.333
2014-04-30 11:30:00	13.333
2014-04-30 12:00:00	13.333
