UTC	Airmass
2014-04-23 23:00:00	13.333
2014-04-23 23:30:00	8.274
2014-04-24 00:00:00	4.485
2014-04-24 00:30:00	3.055
2014-04-24 01:00:00	2.326
2014-04-24 01:30:00	1.893
2014-04-24 02:00:00	1.612
2014-04-24 02:30:00	1.418
2014-04-24 03:00:00	1.281
2014-04-24 03:30:00	1.183
2014-04-24 04:00:00	1.113
2014-04-24 04:30:00	1.065
2014-04-24 05:00:00	1.034
2014-04-24 05:30:00	1.020
2014-04-24 06:00:00	1.020
2014-04-24 06:30:00	1.035
2014-04-24 07:00:00	1.066
2014-04-24 07:30:00	1.115
2014-04-24 08:00:00	1.186
2014-04-24 08:30:00	1.285
2014-04-24 09:00:00	1.424
2014-04-24 09:30:00	1.619
2014-04-24 10:00:00	1.904
2014-04-24 10:30:00	2.344
2014-04-24 11:00:00	3.086
2014-04-24 11:30:00	4.553
2014-04-24 12:00:00	8.491
2014-04-24 12:30:00	13.333
