UTC	Airmass
2014-04-23 23:00:00	4.262
2014-04-23 23:30:00	2.970
2014-04-24 00:00:00	2.288
2014-04-24 00:30:00	1.874
2014-04-24 01:00:00	1.601
2014-04-24 01:30:00	1.411
2014-04-24 02:00:00	1.276
2014-04-24 02:30:00	1.178
2014-04-24 03:00:00	1.108
2014-04-24 03:30:00	1.058
2014-04-24 04:00:00	1.027
2014-04-24 04:30:00	1.010
2014-04-24 05:00:00	1.008
2014-04-24 05:30:00	1.020
2014-04-24 06:00:00	1.046
2014-04-24 06:30:00	1.089
2014-04-24 07:00:00	1.152
2014-04-24 07:30:00	1.240
2014-04-24 08:00:00	1.362
2014-04-24 08:30:00	1.531
2014-04-24 09:00:00	1.772
2014-04-24 09:30:00	2.130
2014-04-24 10:00:00	2.703
2014-04-24 10:30:00	3.728
2014-04-24 11:00:00	5.995
2014-04-24 11:30:00	12.866
2014-04-24 12:00:00	13.333
2014-04-24 12:30:00	13.333
