UTC	Airmass
2014-04-29 22:30:00	9.539
2014-04-29 23:00:00	4.816
2014-04-29 23:30:00	3.186
2014-04-30 00:00:00	2.393
2014-04-30 00:30:00	1.932
2014-04-30 01:00:00	1.637
2014-04-30 01:30:00	1.437
2014-04-30 02:00:00	1.296
2014-04-30 02:30:00	1.196
2014-04-30 03:00:00	1.125
2014-04-30 03:30:00	1.077
2014-04-30 04:00:00	1.048
2014-04-30 04:30:00	1.035
2014-04-30 05:00:00	1.037
2014-04-30 05:30:00	1.056
2014-04-30 06:00:00	1.091
2014-04-30 06:30:00	1.146
2014-04-30 07:00:00	1.225
2014-04-30 07:30:00	1.337
2014-04-30 08:00:00	1.495
2014-04-30 08:30:00	1.721
2014-04-30 09:00:00	2.059
2014-04-30 09:30:00	2.602
2014-04-30 10:00:00	3.581
2014-04-30 10:30:00	5.776
2014-04-30 11:00:00	12.799
2014-04-30 11:30:00	13.333
2014-04-30 12:00:00	13.333
