imname	RA	DEC	EXPTIME
Q20F1V1	13:28:28	-31:02:1	40
Q20F4V1	13:28:23	-32:60:3	40
Q20F3V1	13:36:02	-33:59:4	40
Q20F2V1	13:35:57	-32:01:2	40
Q20F1V2	13:28:28	-31:02:1	40
Q20F4V2	13:28:23	-32:60:3	40
Q20F3V2	13:36:02	-33:59:4	40
Q20F2V2	13:35:57	-32:01:2	40
Q20F1V3	13:28:28	-31:02:1	40
Q20F4V3	13:28:23	-32:60:3	40
Q20F3V3	13:36:02	-33:59:4	40
Q20F2V3	13:35:57	-32:01:2	40
Q20F1V4	13:28:28	-31:02:1	40
Q20F4V4	13:28:23	-32:60:3	40
Q20F3V4	13:36:02	-33:59:4	40
Q20F2V4	13:35:57	-32:01:2	40
Q20F1V5	13:28:28	-31:02:1	40
Q20F4V5	13:28:23	-32:60:3	40
Q20F3V5	13:36:02	-33:59:4	40
Q20F2V5	13:35:57	-32:01:2	40
SLEW_QX_QY	13:35:57	-32:01:2	60
