imname	RA	DEC	EXPTIME
Q79F1V1	14:57:29	-27:07:25	40
Q79F2V1	14:57:25	-29:05:49	40
Q79F3V1	15:04:46	-30:03:01	40
Q79F4V1	15:04:41	-28:06:37	40
Q79F1V2	14:57:29	-27:07:25	40
Q79F2V2	14:57:25	-29:05:49	40
Q79F3V2	15:04:46	-30:03:01	40
Q79F4V2	15:04:41	-28:06:37	40
Q79F1V3	14:57:29	-27:07:25	40
Q79F2V3	14:57:25	-29:05:49	40
Q79F3V3	15:04:46	-30:03:01	40
Q79F4V3	15:04:41	-28:06:37	40
Q79F1V4	14:57:29	-27:07:25	40
Q79F2V4	14:57:25	-29:05:49	40
Q79F3V4	15:04:46	-30:03:01	40
Q79F4V4	15:04:41	-28:06:37	40
Q79F1V5	14:57:29	-27:07:25	40
Q79F2V5	14:57:25	-29:05:49	40
Q79F3V5	15:04:46	-30:03:01	40
Q79F4V5	15:04:41	-28:06:37	40
SLEW_QX_QY	15:04:41	-28:06:37	60
