imname	RA	DEC	EXPTIME
Q50F1V1	14:13:38	-31:02:13	40
Q50F4V1	14:13:33	-32:60:37	40
Q50F3V1	14:21:13	-33:59:49	40
Q50F2V1	14:21:08	-32:01:25	40
Q50F1V2	14:13:38	-31:02:13	40
Q50F4V2	14:13:33	-32:60:37	40
Q50F3V2	14:21:13	-33:59:49	40
Q50F2V2	14:21:08	-32:01:25	40
Q50F1V3	14:13:38	-31:02:13	40
Q50F4V3	14:13:33	-32:60:37	40
Q50F3V3	14:21:13	-33:59:49	40
Q50F2V3	14:21:08	-32:01:25	40
Q50F1V4	14:13:38	-31:02:13	40
Q50F4V4	14:13:33	-32:60:37	40
Q50F3V4	14:21:13	-33:59:49	40
Q50F2V4	14:21:08	-32:01:25	40
Q50F1V5	14:13:38	-31:02:13	40
Q50F4V5	14:13:33	-32:60:37	40
Q50F3V5	14:21:13	-33:59:49	40
Q50F2V5	14:21:08	-32:01:25	40
SLEW_QX_QY	14:21:08	-32:01:25	60
