UTC	Airmass
2014-04-29 22:30:00	13.333
2014-04-29 23:00:00	13.333
2014-04-29 23:30:00	13.333
2014-04-30 00:00:00	11.703
2014-04-30 00:30:00	5.376
2014-04-30 01:00:00	3.436
2014-04-30 01:30:00	2.553
2014-04-30 02:00:00	2.060
2014-04-30 02:30:00	1.753
2014-04-30 03:00:00	1.550
2014-04-30 03:30:00	1.412
2014-04-30 04:00:00	1.318
2014-04-30 04:30:00	1.257
2014-04-30 05:00:00	1.222
2014-04-30 05:30:00	1.211
2014-04-30 06:00:00	1.221
2014-04-30 06:30:00	1.254
2014-04-30 07:00:00	1.313
2014-04-30 07:30:00	1.405
2014-04-30 08:00:00	1.540
2014-04-30 08:30:00	1.738
2014-04-30 09:00:00	2.037
2014-04-30 09:30:00	2.516
2014-04-30 10:00:00	3.365
2014-04-30 10:30:00	5.202
2014-04-30 11:00:00	11.063
2014-04-30 11:30:00	13.333
2014-04-30 12:00:00	13.333
