UTC	Airmass
2014-04-23 23:00:00	7.088
2014-04-23 23:30:00	4.139
2014-04-24 00:00:00	2.910
2014-04-24 00:30:00	2.253
2014-04-24 01:00:00	1.851
2014-04-24 01:30:00	1.585
2014-04-24 02:00:00	1.400
2014-04-24 02:30:00	1.268
2014-04-24 03:00:00	1.172
2014-04-24 03:30:00	1.104
2014-04-24 04:00:00	1.056
2014-04-24 04:30:00	1.025
2014-04-24 05:00:00	1.010
2014-04-24 05:30:00	1.008
2014-04-24 06:00:00	1.021
2014-04-24 06:30:00	1.049
2014-04-24 07:00:00	1.093
2014-04-24 07:30:00	1.157
2014-04-24 08:00:00	1.247
2014-04-24 08:30:00	1.372
2014-04-24 09:00:00	1.545
2014-04-24 09:30:00	1.792
2014-04-24 10:00:00	2.162
2014-04-24 10:30:00	2.755
2014-04-24 11:00:00	3.829
2014-04-24 11:30:00	6.254
2014-04-24 12:00:00	13.321
2014-04-24 12:30:00	13.333
