imname	RA	DEC	EXPTIME
Q90F1V1	15:13:52	-31:02:13	40
Q90F2V1	15:13:47	-32:60:37	40
Q90F3V1	15:21:26	-33:59:49	40
Q90F4V1	15:21:21	-32:01:25	40
Q90F1V2	15:13:52	-31:02:13	40
Q90F2V2	15:13:47	-32:60:37	40
Q90F3V2	15:21:26	-33:59:49	40
Q90F4V2	15:21:21	-32:01:25	40
Q90F1V3	15:13:52	-31:02:13	40
Q90F2V3	15:13:47	-32:60:37	40
Q90F3V3	15:21:26	-33:59:49	40
Q90F4V3	15:21:21	-32:01:25	40
Q90F1V4	15:13:52	-31:02:13	40
Q90F2V4	15:13:47	-32:60:37	40
Q90F3V4	15:21:26	-33:59:49	40
Q90F4V4	15:21:21	-32:01:25	40
Q90F1V5	15:13:52	-31:02:13	40
Q90F2V5	15:13:47	-32:60:37	40
Q90F3V5	15:21:26	-33:59:49	40
Q90F4V5	15:21:21	-32:01:25	40
SLEW_QX_QY	15:21:21	-32:01:25	60
