UTC	Airmass
2014-04-29 22:30:00	8.493
2014-04-29 23:00:00	4.477
2014-04-29 23:30:00	3.027
2014-04-30 00:00:00	2.302
2014-04-30 00:30:00	1.876
2014-04-30 01:00:00	1.602
2014-04-30 01:30:00	1.415
2014-04-30 02:00:00	1.284
2014-04-30 02:30:00	1.192
2014-04-30 03:00:00	1.127
2014-04-30 03:30:00	1.085
2014-04-30 04:00:00	1.062
2014-04-30 04:30:00	1.055
2014-04-30 05:00:00	1.065
2014-04-30 05:30:00	1.092
2014-04-30 06:00:00	1.138
2014-04-30 06:30:00	1.208
2014-04-30 07:00:00	1.307
2014-04-30 07:30:00	1.447
2014-04-30 08:00:00	1.649
2014-04-30 08:30:00	1.947
2014-04-30 09:00:00	2.417
2014-04-30 09:30:00	3.236
2014-04-30 10:00:00	4.957
2014-04-30 10:30:00	10.182
2014-04-30 11:00:00	13.333
2014-04-30 11:30:00	13.333
2014-04-30 12:00:00	13.333
