UTC	Airmass
2014-04-23 23:00:00	13.331
2014-04-23 23:30:00	5.947
2014-04-24 00:00:00	3.623
2014-04-24 00:30:00	2.618
2014-04-24 01:00:00	2.071
2014-04-24 01:30:00	1.733
2014-04-24 02:00:00	1.509
2014-04-24 02:30:00	1.355
2014-04-24 03:00:00	1.247
2014-04-24 03:30:00	1.172
2014-04-24 04:00:00	1.123
2014-04-24 04:30:00	1.094
2014-04-24 05:00:00	1.083
2014-04-24 05:30:00	1.090
2014-04-24 06:00:00	1.114
2014-04-24 06:30:00	1.159
2014-04-24 07:00:00	1.227
2014-04-24 07:30:00	1.326
2014-04-24 08:00:00	1.468
2014-04-24 08:30:00	1.672
2014-04-24 09:00:00	1.977
2014-04-24 09:30:00	2.461
2014-04-24 10:00:00	3.317
2014-04-24 10:30:00	5.163
2014-04-24 11:00:00	11.033
2014-04-24 11:30:00	13.333
2014-04-24 12:00:00	13.333
2014-04-24 12:30:00	13.333
