UTC	Airmass
2014-04-23 23:00:00	5.020
2014-04-23 23:30:00	3.258
2014-04-24 00:00:00	2.429
2014-04-24 00:30:00	1.958
2014-04-24 01:00:00	1.659
2014-04-24 01:30:00	1.459
2014-04-24 02:00:00	1.320
2014-04-24 02:30:00	1.223
2014-04-24 03:00:00	1.156
2014-04-24 03:30:00	1.112
2014-04-24 04:00:00	1.089
2014-04-24 04:30:00	1.083
2014-04-24 05:00:00	1.095
2014-04-24 05:30:00	1.125
2014-04-24 06:00:00	1.176
2014-04-24 06:30:00	1.252
2014-04-24 07:00:00	1.362
2014-04-24 07:30:00	1.519
2014-04-24 08:00:00	1.747
2014-04-24 08:30:00	2.092
2014-04-24 09:00:00	2.655
2014-04-24 09:30:00	3.695
2014-04-24 10:00:00	6.142
2014-04-24 10:30:00	13.333
2014-04-24 11:00:00	13.333
2014-04-24 11:30:00	13.333
2014-04-24 12:00:00	13.333
2014-04-24 12:30:00	13.333
