imname	RA	DEC	EXPTIME
Q60F1V1	14:28:42	-31:02:13	40
Q60F4V1	14:28:37	-32:60:37	40
Q60F3V1	14:36:16	-33:59:49	40
Q60F2V1	14:36:11	-32:01:25	40
Q60F1V2	14:28:42	-31:02:13	40
Q60F4V2	14:28:37	-32:60:37	40
Q60F3V2	14:36:16	-33:59:49	40
Q60F2V2	14:36:11	-32:01:25	40
Q60F1V3	14:28:42	-31:02:13	40
Q60F4V3	14:28:37	-32:60:37	40
Q60F3V3	14:36:16	-33:59:49	40
Q60F2V3	14:36:11	-32:01:25	40
Q60F1V4	14:28:42	-31:02:13	40
Q60F4V4	14:28:37	-32:60:37	40
Q60F3V4	14:36:16	-33:59:49	40
Q60F2V4	14:36:11	-32:01:25	40
Q60F1V5	14:28:42	-31:02:13	40
Q60F4V5	14:28:37	-32:60:37	40
Q60F3V5	14:36:16	-33:59:49	40
Q60F2V5	14:36:11	-32:01:25	40
SLEW_QX_QY	14:36:11	-32:01:25	60
