imname	RA	DEC	EXPTIME
Q4F1V1	13:23:35	-07:31:2	40
Q4F4V1	13:23:34	-09:29:4	40
Q4F3V1	13:30:03	-10:27:0	40
Q4F2V1	13:30:02	-08:30:3	40
Q4F1V2	13:23:35	-07:31:2	40
Q4F4V2	13:23:34	-09:29:4	40
Q4F3V2	13:30:03	-10:27:0	40
Q4F2V2	13:30:02	-08:30:3	40
Q4F1V3	13:23:35	-07:31:2	40
Q4F4V3	13:23:34	-09:29:4	40
Q4F3V3	13:30:03	-10:27:0	40
Q4F2V3	13:30:02	-08:30:3	40
Q4F1V4	13:23:35	-07:31:2	40
Q4F4V4	13:23:34	-09:29:4	40
Q4F3V4	13:30:03	-10:27:0	40
Q4F2V4	13:30:02	-08:30:3	40
Q4F1V5	13:23:35	-07:31:2	40
Q4F4V5	13:23:34	-09:29:4	40
Q4F3V5	13:30:03	-10:27:0	40
Q4F2V5	13:30:02	-08:30:3	40
SLEW_QX_QY	13:30:02	-08:30:3	60
