UTC	Airmass
2014-04-29 22:30:00	13.333
2014-04-29 23:00:00	13.333
2014-04-29 23:30:00	6.488
2014-04-30 00:00:00	3.878
2014-04-30 00:30:00	2.763
2014-04-30 01:00:00	2.159
2014-04-30 01:30:00	1.787
2014-04-30 02:00:00	1.539
2014-04-30 02:30:00	1.367
2014-04-30 03:00:00	1.245
2014-04-30 03:30:00	1.157
2014-04-30 04:00:00	1.094
2014-04-30 04:30:00	1.053
2014-04-30 05:00:00	1.028
2014-04-30 05:30:00	1.018
2014-04-30 06:00:00	1.023
2014-04-30 06:30:00	1.043
2014-04-30 07:00:00	1.080
2014-04-30 07:30:00	1.136
2014-04-30 08:00:00	1.215
2014-04-30 08:30:00	1.326
2014-04-30 09:00:00	1.481
2014-04-30 09:30:00	1.702
2014-04-30 10:00:00	2.029
2014-04-30 10:30:00	2.547
2014-04-30 11:00:00	3.457
2014-04-30 11:30:00	5.408
2014-04-30 12:00:00	11.403
