UTC	Airmass
2014-04-23 23:00:00	13.333
2014-04-23 23:30:00	6.765
2014-04-24 00:00:00	4.022
2014-04-24 00:30:00	2.852
2014-04-24 01:00:00	2.219
2014-04-24 01:30:00	1.830
2014-04-24 02:00:00	1.570
2014-04-24 02:30:00	1.390
2014-04-24 03:00:00	1.261
2014-04-24 03:30:00	1.167
2014-04-24 04:00:00	1.100
2014-04-24 04:30:00	1.053
2014-04-24 05:00:00	1.024
2014-04-24 05:30:00	1.009
2014-04-24 06:00:00	1.009
2014-04-24 06:30:00	1.023
2014-04-24 07:00:00	1.051
2014-04-24 07:30:00	1.097
2014-04-24 08:00:00	1.163
2014-04-24 08:30:00	1.255
2014-04-24 09:00:00	1.382
2014-04-24 09:30:00	1.559
2014-04-24 10:00:00	1.813
2014-04-24 10:30:00	2.194
2014-04-24 11:00:00	2.809
2014-04-24 11:30:00	3.937
2014-04-24 12:00:00	6.537
2014-04-24 12:30:00	13.333
