UTC	Airmass
2014-04-29 22:30:00	13.333
2014-04-29 23:00:00	13.333
2014-04-29 23:30:00	6.473
2014-04-30 00:00:00	3.846
2014-04-30 00:30:00	2.760
2014-04-30 01:00:00	2.182
2014-04-30 01:30:00	1.831
2014-04-30 02:00:00	1.602
2014-04-30 02:30:00	1.447
2014-04-30 03:00:00	1.342
2014-04-30 03:30:00	1.272
2014-04-30 04:00:00	1.230
2014-04-30 04:30:00	1.212
2014-04-30 05:00:00	1.216
2014-04-30 05:30:00	1.242
2014-04-30 06:00:00	1.292
2014-04-30 06:30:00	1.373
2014-04-30 07:00:00	1.494
2014-04-30 07:30:00	1.670
2014-04-30 08:00:00	1.933
2014-04-30 08:30:00	2.345
2014-04-30 09:00:00	3.049
2014-04-30 09:30:00	4.463
2014-04-30 10:00:00	8.391
2014-04-30 10:30:00	13.333
2014-04-30 11:00:00	13.333
2014-04-30 11:30:00	13.333
2014-04-30 12:00:00	13.333
