UTC	Airmass
2014-04-23 23:00:00	13.333
2014-04-23 23:30:00	6.201
2014-04-24 00:00:00	3.749
2014-04-24 00:30:00	2.712
2014-04-24 01:00:00	2.154
2014-04-24 01:30:00	1.813
2014-04-24 02:00:00	1.590
2014-04-24 02:30:00	1.439
2014-04-24 03:00:00	1.336
2014-04-24 03:30:00	1.268
2014-04-24 04:00:00	1.228
2014-04-24 04:30:00	1.211
2014-04-24 05:00:00	1.216
2014-04-24 05:30:00	1.244
2014-04-24 06:00:00	1.297
2014-04-24 06:30:00	1.380
2014-04-24 07:00:00	1.503
2014-04-24 07:30:00	1.684
2014-04-24 08:00:00	1.954
2014-04-24 08:30:00	2.379
2014-04-24 09:00:00	3.111
2014-04-24 09:30:00	4.601
2014-04-24 10:00:00	8.865
2014-04-24 10:30:00	13.333
2014-04-24 11:00:00	13.333
2014-04-24 11:30:00	13.333
2014-04-24 12:00:00	13.333
2014-04-24 12:30:00	13.333
