UTC	Airmass
2014-04-23 23:00:00	13.333
2014-04-23 23:30:00	13.333
2014-04-24 00:00:00	6.050
2014-04-24 00:30:00	3.673
2014-04-24 01:00:00	2.659
2014-04-24 01:30:00	2.109
2014-04-24 02:00:00	1.773
2014-04-24 02:30:00	1.552
2014-04-24 03:00:00	1.401
2014-04-24 03:30:00	1.297
2014-04-24 04:00:00	1.227
2014-04-24 04:30:00	1.183
2014-04-24 05:00:00	1.162
2014-04-24 05:30:00	1.161
2014-04-24 06:00:00	1.181
2014-04-24 06:30:00	1.222
2014-04-24 07:00:00	1.290
2014-04-24 07:30:00	1.391
2014-04-24 08:00:00	1.537
2014-04-24 08:30:00	1.751
2014-04-24 09:00:00	2.076
2014-04-24 09:30:00	2.602
2014-04-24 10:00:00	3.561
2014-04-24 10:30:00	5.750
2014-04-24 11:00:00	12.985
2014-04-24 11:30:00	13.333
2014-04-24 12:00:00	13.333
2014-04-24 12:30:00	13.333
