imname	RA	DEC	EXPTIME
Q99F1V1	15:26:26	-27:07:2	40
Q99F4V1	15:26:22	-29:05:4	40
Q99F3V1	15:33:42	-30:03:0	40
Q99F2V1	15:33:38	-28:06:3	40
Q99F1V2	15:26:26	-27:07:2	40
Q99F4V2	15:26:22	-29:05:4	40
Q99F3V2	15:33:42	-30:03:0	40
Q99F2V2	15:33:38	-28:06:3	40
Q99F1V3	15:26:26	-27:07:2	40
Q99F4V3	15:26:22	-29:05:4	40
Q99F3V3	15:33:42	-30:03:0	40
Q99F2V3	15:33:38	-28:06:3	40
Q99F1V4	15:26:26	-27:07:2	40
Q99F4V4	15:26:22	-29:05:4	40
Q99F3V4	15:33:42	-30:03:0	40
Q99F2V4	15:33:38	-28:06:3	40
Q99F1V5	15:26:26	-27:07:2	40
Q99F4V5	15:26:22	-29:05:4	40
Q99F3V5	15:33:42	-30:03:0	40
Q99F2V5	15:33:38	-28:06:3	40
SLEW_QX_QY	15:33:38	-28:06:3	60
