UTC	Airmass
2014-04-23 23:00:00	11.810
2014-04-23 23:30:00	5.744
2014-04-24 00:00:00	3.670
2014-04-24 00:30:00	2.692
2014-04-24 01:00:00	2.134
2014-04-24 01:30:00	1.780
2014-04-24 02:00:00	1.540
2014-04-24 02:30:00	1.370
2014-04-24 03:00:00	1.247
2014-04-24 03:30:00	1.157
2014-04-24 04:00:00	1.092
2014-04-24 04:30:00	1.047
2014-04-24 05:00:00	1.018
2014-04-24 05:30:00	1.004
2014-04-24 06:00:00	1.003
2014-04-24 06:30:00	1.015
2014-04-24 07:00:00	1.041
2014-04-24 07:30:00	1.084
2014-04-24 08:00:00	1.145
2014-04-24 08:30:00	1.231
2014-04-24 09:00:00	1.348
2014-04-24 09:30:00	1.509
2014-04-24 10:00:00	1.736
2014-04-24 10:30:00	2.068
2014-04-24 11:00:00	2.584
2014-04-24 11:30:00	3.470
2014-04-24 12:00:00	5.278
2014-04-24 12:30:00	10.334
