UTC	Airmass
2014-04-29 22:30:00	4.255
2014-04-29 23:00:00	2.927
2014-04-29 23:30:00	2.254
2014-04-30 00:00:00	1.855
2014-04-30 00:30:00	1.598
2014-04-30 01:00:00	1.423
2014-04-30 01:30:00	1.302
2014-04-30 02:00:00	1.219
2014-04-30 02:30:00	1.163
2014-04-30 03:00:00	1.130
2014-04-30 03:30:00	1.117
2014-04-30 04:00:00	1.123
2014-04-30 04:30:00	1.147
2014-04-30 05:00:00	1.193
2014-04-30 05:30:00	1.265
2014-04-30 06:00:00	1.369
2014-04-30 06:30:00	1.520
2014-04-30 07:00:00	1.739
2014-04-30 07:30:00	2.070
2014-04-30 08:00:00	2.608
2014-04-30 08:30:00	3.593
2014-04-30 09:00:00	5.863
2014-04-30 09:30:00	13.238
2014-04-30 10:00:00	13.333
2014-04-30 10:30:00	13.333
2014-04-30 11:00:00	13.333
2014-04-30 11:30:00	13.333
2014-04-30 12:00:00	13.333
