UTC	Airmass
2014-04-23 23:00:00	3.770
2014-04-23 23:30:00	2.698
2014-04-24 00:00:00	2.116
2014-04-24 00:30:00	1.758
2014-04-24 01:00:00	1.520
2014-04-24 01:30:00	1.355
2014-04-24 02:00:00	1.238
2014-04-24 02:30:00	1.155
2014-04-24 03:00:00	1.097
2014-04-24 03:30:00	1.059
2014-04-24 04:00:00	1.039
2014-04-24 04:30:00	1.034
2014-04-24 05:00:00	1.045
2014-04-24 05:30:00	1.072
2014-04-24 06:00:00	1.118
2014-04-24 06:30:00	1.185
2014-04-24 07:00:00	1.281
2014-04-24 07:30:00	1.416
2014-04-24 08:00:00	1.606
2014-04-24 08:30:00	1.886
2014-04-24 09:00:00	2.318
2014-04-24 09:30:00	3.050
2014-04-24 10:00:00	4.510
2014-04-24 10:30:00	8.498
2014-04-24 11:00:00	13.333
2014-04-24 11:30:00	13.333
2014-04-24 12:00:00	13.333
2014-04-24 12:30:00	13.333
