UTC	Airmass
2014-04-29 22:30:00	6.662
2014-04-29 23:00:00	4.038
2014-04-29 23:30:00	2.883
2014-04-30 00:00:00	2.249
2014-04-30 00:30:00	1.856
2014-04-30 01:00:00	1.592
2014-04-30 01:30:00	1.407
2014-04-30 02:00:00	1.274
2014-04-30 02:30:00	1.177
2014-04-30 03:00:00	1.107
2014-04-30 03:30:00	1.057
2014-04-30 04:00:00	1.024
2014-04-30 04:30:00	1.006
2014-04-30 05:00:00	1.002
2014-04-30 05:30:00	1.010
2014-04-30 06:00:00	1.033
2014-04-30 06:30:00	1.072
2014-04-30 07:00:00	1.128
2014-04-30 07:30:00	1.207
2014-04-30 08:00:00	1.315
2014-04-30 08:30:00	1.463
2014-04-30 09:00:00	1.671
2014-04-30 09:30:00	1.971
2014-04-30 10:00:00	2.430
2014-04-30 10:30:00	3.194
2014-04-30 11:00:00	4.671
2014-04-30 11:30:00	8.436
2014-04-30 12:00:00	13.333
