imname	RA	DEC	EXPTIME
Q67F1V1	14:41:55	-19:17:4	40
Q67F4V1	14:41:53	-21:14:1	40
Q67F3V1	14:48:45	-22:13:2	40
Q67F2V1	14:48:42	-20:15:0	40
Q67F1V2	14:41:55	-19:17:4	40
Q67F4V2	14:41:53	-21:14:1	40
Q67F3V2	14:48:45	-22:13:2	40
Q67F2V2	14:48:42	-20:15:0	40
Q67F1V3	14:41:55	-19:17:4	40
Q67F4V3	14:41:53	-21:14:1	40
Q67F3V3	14:48:45	-22:13:2	40
Q67F2V3	14:48:42	-20:15:0	40
Q67F1V4	14:41:55	-19:17:4	40
Q67F4V4	14:41:53	-21:14:1	40
Q67F3V4	14:48:45	-22:13:2	40
Q67F2V4	14:48:42	-20:15:0	40
Q67F1V5	14:41:55	-19:17:4	40
Q67F4V5	14:41:53	-21:14:1	40
Q67F3V5	14:48:45	-22:13:2	40
Q67F2V5	14:48:42	-20:15:0	40
SLEW_QX_QY	14:48:42	-20:15:0	60
