imname	RA	DEC	EXPTIME
Q31F1V1	14:02:30	04:15:01	40
Q31F4V1	14:02:31	02:17:25	40
Q31F3V1	14:08:54	01:18:37	40
Q31F2V1	14:08:54	03:16:13	40
Q31F1V2	14:02:30	04:15:01	40
Q31F4V2	14:02:31	02:17:25	40
Q31F3V2	14:08:54	01:18:37	40
Q31F2V2	14:08:54	03:16:13	40
Q31F1V3	14:02:30	04:15:01	40
Q31F4V3	14:02:31	02:17:25	40
Q31F3V3	14:08:54	01:18:37	40
Q31F2V3	14:08:54	03:16:13	40
Q31F1V4	14:02:30	04:15:01	40
Q31F4V4	14:02:31	02:17:25	40
Q31F3V4	14:08:54	01:18:37	40
Q31F2V4	14:08:54	03:16:13	40
Q31F1V5	14:02:30	04:15:01	40
Q31F4V5	14:02:31	02:17:25	40
Q31F3V5	14:08:54	01:18:37	40
Q31F2V5	14:08:54	03:16:13	40
SLEW_QX_QY	14:08:54	03:16:13	60
