UTC	Airmass
2014-04-29 22:30:00	2.705
2014-04-29 23:00:00	2.125
2014-04-29 23:30:00	1.765
2014-04-30 00:00:00	1.524
2014-04-30 00:30:00	1.357
2014-04-30 01:00:00	1.237
2014-04-30 01:30:00	1.151
2014-04-30 02:00:00	1.091
2014-04-30 02:30:00	1.050
2014-04-30 03:00:00	1.026
2014-04-30 03:30:00	1.018
2014-04-30 04:00:00	1.024
2014-04-30 04:30:00	1.045
2014-04-30 05:00:00	1.083
2014-04-30 05:30:00	1.140
2014-04-30 06:00:00	1.222
2014-04-30 06:30:00	1.336
2014-04-30 07:00:00	1.495
2014-04-30 07:30:00	1.722
2014-04-30 08:00:00	2.059
2014-04-30 08:30:00	2.595
2014-04-30 09:00:00	3.549
2014-04-30 09:30:00	5.632
2014-04-30 10:00:00	12.141
2014-04-30 10:30:00	13.333
2014-04-30 11:00:00	13.333
2014-04-30 11:30:00	13.333
2014-04-30 12:00:00	13.333
