UTC	Airmass
2014-04-23 23:00:00	3.195
2014-04-23 23:30:00	2.430
2014-04-24 00:00:00	1.972
2014-04-24 00:30:00	1.671
2014-04-24 01:00:00	1.464
2014-04-24 01:30:00	1.315
2014-04-24 02:00:00	1.207
2014-04-24 02:30:00	1.128
2014-04-24 03:00:00	1.072
2014-04-24 03:30:00	1.033
2014-04-24 04:00:00	1.011
2014-04-24 04:30:00	1.002
2014-04-24 05:00:00	1.006
2014-04-24 05:30:00	1.024
2014-04-24 06:00:00	1.057
2014-04-24 06:30:00	1.106
2014-04-24 07:00:00	1.177
2014-04-24 07:30:00	1.274
2014-04-24 08:00:00	1.407
2014-04-24 08:30:00	1.592
2014-04-24 09:00:00	1.855
2014-04-24 09:30:00	2.248
2014-04-24 10:00:00	2.881
2014-04-24 10:30:00	4.033
2014-04-24 11:00:00	6.650
2014-04-24 11:30:00	13.333
2014-04-24 12:00:00	13.333
2014-04-24 12:30:00	13.333
