imname	RA	DEC	EXPTIME
Q11F1V1	13:36:56	04:15:01	40
Q11F4V1	13:36:56	02:17:25	40
Q11F3V1	13:43:19	01:18:37	40
Q11F2V1	13:43:20	03:16:13	40
Q11F1V2	13:36:56	04:15:01	40
Q11F4V2	13:36:56	02:17:25	40
Q11F3V2	13:43:19	01:18:37	40
Q11F2V2	13:43:20	03:16:13	40
Q11F1V3	13:36:56	04:15:01	40
Q11F4V3	13:36:56	02:17:25	40
Q11F3V3	13:43:19	01:18:37	40
Q11F2V3	13:43:20	03:16:13	40
Q11F1V4	13:36:56	04:15:01	40
Q11F4V4	13:36:56	02:17:25	40
Q11F3V4	13:43:19	01:18:37	40
Q11F2V4	13:43:20	03:16:13	40
Q11F1V5	13:36:56	04:15:01	40
Q11F4V5	13:36:56	02:17:25	40
Q11F3V5	13:43:19	01:18:37	40
Q11F2V5	13:43:20	03:16:13	40
SLEW_QX_QY	13:43:20	03:16:13	60
