imname	RA	DEC	EXPTIME
Q81F1V1	15:06:27	04:15:01	40
Q81F2V1	15:06:27	02:17:25	40
Q81F3V1	15:12:51	01:18:37	40
Q81F4V1	15:12:51	03:16:13	40
Q81F1V2	15:06:27	04:15:01	40
Q81F2V2	15:06:27	02:17:25	40
Q81F3V2	15:12:51	01:18:37	40
Q81F4V2	15:12:51	03:16:13	40
Q81F1V3	15:06:27	04:15:01	40
Q81F2V3	15:06:27	02:17:25	40
Q81F3V3	15:12:51	01:18:37	40
Q81F4V3	15:12:51	03:16:13	40
Q81F1V4	15:06:27	04:15:01	40
Q81F2V4	15:06:27	02:17:25	40
Q81F3V4	15:12:51	01:18:37	40
Q81F4V4	15:12:51	03:16:13	40
Q81F1V5	15:06:27	04:15:01	40
Q81F2V5	15:06:27	02:17:25	40
Q81F3V5	15:12:51	01:18:37	40
Q81F4V5	15:12:51	03:16:13	40
SLEW_QX_QY	15:12:51	03:16:13	60
