UTC	Airmass
2014-04-23 23:00:00	4.464
2014-04-23 23:30:00	3.032
2014-04-24 00:00:00	2.322
2014-04-24 00:30:00	1.906
2014-04-24 01:00:00	1.641
2014-04-24 01:30:00	1.462
2014-04-24 02:00:00	1.339
2014-04-24 02:30:00	1.255
2014-04-24 03:00:00	1.200
2014-04-24 03:30:00	1.169
2014-04-24 04:00:00	1.159
2014-04-24 04:30:00	1.169
2014-04-24 05:00:00	1.201
2014-04-24 05:30:00	1.256
2014-04-24 06:00:00	1.340
2014-04-24 06:30:00	1.464
2014-04-24 07:00:00	1.644
2014-04-24 07:30:00	1.911
2014-04-24 08:00:00	2.329
2014-04-24 08:30:00	3.045
2014-04-24 09:00:00	4.492
2014-04-24 09:30:00	8.576
2014-04-24 10:00:00	13.333
2014-04-24 10:30:00	13.333
2014-04-24 11:00:00	13.333
2014-04-24 11:30:00	13.333
2014-04-24 12:00:00	13.333
2014-04-24 12:30:00	13.333
