imname	RA	DEC	EXPTIME
Q93F1V1	15:19:20	-03:36:37	40
Q93F4V1	15:19:19	-05:33:01	40
Q93F3V1	15:25:45	-06:32:13	40
Q93F2V1	15:25:44	-04:35:49	40
Q93F1V2	15:19:20	-03:36:37	40
Q93F4V2	15:19:19	-05:33:01	40
Q93F3V2	15:25:45	-06:32:13	40
Q93F2V2	15:25:44	-04:35:49	40
Q93F1V3	15:19:20	-03:36:37	40
Q93F4V3	15:19:19	-05:33:01	40
Q93F3V3	15:25:45	-06:32:13	40
Q93F2V3	15:25:44	-04:35:49	40
Q93F1V4	15:19:20	-03:36:37	40
Q93F4V4	15:19:19	-05:33:01	40
Q93F3V4	15:25:45	-06:32:13	40
Q93F2V4	15:25:44	-04:35:49	40
Q93F1V5	15:19:20	-03:36:37	40
Q93F4V5	15:19:19	-05:33:01	40
Q93F3V5	15:25:45	-06:32:13	40
Q93F2V5	15:25:44	-04:35:49	40
SLEW_QX_QY	15:25:44	-04:35:49	60
